<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","edad_m1","g_edad_fall_les","estado_implicado","tipo_vehi","color_vehi","casusa_acc"
"5661",5661,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","63","Mayor","55 y más","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5662",5662,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5663",5663,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","43","Mayor","40-44","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5664",5664,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","47","Mayor","45-49","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5665",5665,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5666",5666,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Bus extraurbano","Rojo","Colisiono"
"5667",5667,28,"Noviembre","Miercoles",1,"Guatemala","Guatemala","Urbano","18","Hombre","28","Mayor","25-29","Lesionado","Automovil","Gris","Colisiono"
"5668",5668,28,"Noviembre","Miercoles",1,"Guatemala","Guatemala","Urbano","18","Hombre","23","Mayor","20-24","Lesionado","Automovil","Gris","Colisiono"
"5669",5669,28,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","10","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
"5670",5670,28,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","10","Hombre","29","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
"5671",5671,28,"Noviembre","Miercoles",11,"Quetzaltenango","Quetzaltenango","Urbano","11","Hombre","54","Mayor","50-54","Fallecido","Camión","Blanco","Colisiono"
"5672",5672,28,"Noviembre","Miercoles",22,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Pick up","Ignorado","Colisiono"
"5673",5673,28,"Noviembre","Miercoles",22,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","43","Mayor","40-44","Lesionado","Pick up","Ignorado","Colisiono"
"5674",5674,28,"Noviembre","Miercoles",22,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Pick up","Ignorado","Colisiono"
"5675",5675,28,"Noviembre","Miercoles",22,"Alta Verapaz","Cobán","Rural","Ignorado","Mujer","47","Mayor","45-49","Lesionado","Pick up","Ignorado","Colisiono"
"5676",5676,28,"Noviembre","Miercoles",22,"Alta Verapaz","Cobán","Rural","Ignorado","Mujer","43","Mayor","40-44","Lesionado","Pick up","Ignorado","Colisiono"
"5677",5677,28,"Noviembre","Miercoles",11,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","52","Mayor","50-54","Lesionado","Automovil","Blanco","Colisiono"
"5678",5678,28,"Noviembre","Miercoles",11,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Automovil","Blanco","Colisiono"
"5679",5679,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Pick up","Blanco","Vuelco"
"5680",5680,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","7","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
"5681",5681,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","48","Mayor","45-49","Lesionado","Pick up","Blanco","Vuelco"
"5682",5682,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","39","Mayor","35-39","Lesionado","Pick up","Blanco","Vuelco"
"5683",5683,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Pick up","Blanco","Vuelco"
"5684",5684,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","15","Menor","15-19","Lesionado","Pick up","Blanco","Vuelco"
"5685",5685,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","4","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
"5686",5686,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","12","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
"5687",5687,28,"Noviembre","Miercoles",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","7","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
"5688",5688,29,"Noviembre","Jueves",10,"Escuintla","Escuintla","Rural","Ignorado","Mujer","30","Mayor","30-34","Lesionado","Pick up","Rojo","Colisiono"
"5689",5689,29,"Noviembre","Jueves",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Automovil","Negro","Colisiono"
"5690",5690,29,"Noviembre","Jueves",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Automovil","Negro","Colisiono"
"5691",5691,29,"Noviembre","Jueves",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Automovil","Negro","Colisiono"
"5692",5692,30,"Noviembre","Viernes",22,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Rojo","Vuelco"
"5693",5693,30,"Noviembre","Viernes",22,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Motocicleta","Rojo","Vuelco"
"5694",5694,30,"Noviembre","Viernes",1,"Guatemala","Guatemala","Urbano","7","Hombre","44","Mayor","40-44","Lesionado","Motocicleta","Negro","Colisiono"
"5695",5695,30,"Noviembre","Viernes",10,"Guatemala","Mixco","Rural","1","Hombre","25","Mayor","25-29","Lesionado","Automovil","Negro","Colisiono"
"5696",5696,30,"Noviembre","Viernes",10,"Guatemala","Mixco","Rural","1","Mujer","22","Mayor","20-24","Fallecido","Automovil","Negro","Colisiono"
"5697",5697,30,"Noviembre","Viernes",12,"Zacapa","Estanzuela","Rural","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Vuelco"
"5698",5698,30,"Noviembre","Viernes",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Camioneta","Corinto","Choque"
"5699",5699,30,"Noviembre","Viernes",3,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Pick up","Azul","Vuelco"
"5700",5700,30,"Noviembre","Viernes",3,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","34","Mayor","30-34","Lesionado","Pick up","Azul","Vuelco"
"5701",5701,30,"Noviembre","Viernes",3,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Mujer","49","Mayor","45-49","Lesionado","Pick up","Azul","Vuelco"
"5702",5702,30,"Noviembre","Viernes",3,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Mujer","29","Mayor","25-29","Lesionado","Pick up","Azul","Vuelco"
"5703",5703,30,"Noviembre","Viernes",16,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Colisiono"
"5704",5704,30,"Noviembre","Viernes",18,"Santa Rosa","Cuilapa","Rural","Ignorado","Mujer","9","Menor","Menosr de 15","Lesionado","Mototaxi","Rojo","Vuelco"
"5705",5705,30,"Noviembre","Viernes",18,"Santa Rosa","Cuilapa","Rural","Ignorado","Mujer","4","Menor","Menosr de 15","Lesionado","Mototaxi","Rojo","Vuelco"
"5706",5706,30,"Noviembre","Viernes",13,"El Progreso","Sanarate","Rural","Ignorado","Mujer","60","Mayor","55 y más","Lesionado","Automovil","Ignorado","Colisiono"
"5707",5707,30,"Noviembre","Viernes",14,"Petén","Flores","Urbano","Ignorado","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Azul","Colisiono"
"5708",5708,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Pick up","Rojo","Colisiono"
"5709",5709,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Pick up","Rojo","Colisiono"
"5710",5710,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Pick up","Rojo","Colisiono"
"5711",5711,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","1","Menor","Menosr de 15","Fallecido","Pick up","Rojo","Colisiono"
"5712",5712,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Automovil","Beige","Colisiono"
"5713",5713,30,"Noviembre","Viernes",16,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Pick up","Rojo","Colisiono"
"5714",5714,1,"Diciembre","Sábado",2,"Guatemala","Guatemala","Urbano","15","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Negro","Vuelco"
"5715",5715,1,"Diciembre","Sábado",5,"Guatemala","Guatemala","Urbano","11","Hombre","41","Mayor","40-44","Lesionado","Panel","Blanco","Colisiono"
"5716",5716,1,"Diciembre","Sábado",14,"Guatemala","Amatitlán","Rural","Ignorado","Mujer","35","Mayor","35-39","Lesionado","Automovil","Azul","Colisiono"
"5717",5717,1,"Diciembre","Sábado",7,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Automovil","Rojo","Caida"
"5718",5718,1,"Diciembre","Sábado",5,"Guatemala","Mixco","Urbano","5","Hombre","27","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
"5719",5719,1,"Diciembre","Sábado",17,"Guatemala","Mixco","Urbano","1","Hombre","45","Mayor","45-49","Fallecido","Motocicleta","Rojo","Colisiono"
"5720",5720,1,"Diciembre","Sábado",14,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
"5721",5721,1,"Diciembre","Sábado",14,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Pick up","Gris","Colisiono"
"5722",5722,1,"Diciembre","Sábado",14,"Zacapa","Río Hondo","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Pick up","Rojo","Colisiono"
"5723",5723,1,"Diciembre","Sábado",14,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","1","Menor","Menosr de 15","Lesionado","Pick up","Rojo","Colisiono"
"5724",5724,1,"Diciembre","Sábado",21,"Escuintla","La Democracia","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Automovil","Negro","Colisiono"
"5725",5725,1,"Diciembre","Sábado",21,"Escuintla","La Democracia","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Beige","Colisiono"
"5726",5726,1,"Diciembre","Sábado",21,"Escuintla","La Democracia","Rural","Ignorado","Hombre","44","Mayor","40-44","Lesionado","Pick up","Beige","Colisiono"
"5727",5727,1,"Diciembre","Sábado",17,"Escuintla","La Gomera","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Motocicleta","Rojo","Colisiono"
"5728",5728,1,"Diciembre","Sábado",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Mujer","43","Mayor","40-44","Lesionado","Motocicleta","Blanco","Colisiono"
"5729",5729,1,"Diciembre","Sábado",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","13","Menor","Menosr de 15","Fallecido","Motocicleta","Blanco","Colisiono"
"5730",5730,1,"Diciembre","Sábado",2,"Huehuetenango","Santa Cruz Barillas","Rural","Ignorado","Hombre","30","Mayor","30-34","Fallecido","Pick up","Negro","Caida"
"5731",5731,1,"Diciembre","Sábado",2,"Huehuetenango","Santa Cruz Barillas","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Pick up","Negro","Caida"
"5732",5732,1,"Diciembre","Sábado",10,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","38","Mayor","35-39","Lesionado","Camioneta","Beige","Colisiono"
"5733",5733,1,"Diciembre","Sábado",3,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Motocicleta","Ignorado","Vuelco"
"5734",5734,1,"Diciembre","Sábado",14,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Automovil","Gris","Vuelco"
"5735",5735,1,"Diciembre","Sábado",17,"El Progreso","Morazán","Rural","Ignorado","Hombre","21","Mayor","20-24","Fallecido","Motocicleta","Negro","Colisiono"
"5736",5736,1,"Diciembre","Sábado",17,"El Progreso","Morazán","Rural","Ignorado","Hombre","16","Menor","15-19","Lesionado","Motocicleta","Azul","Colisiono"
"5737",5737,1,"Diciembre","Sábado",17,"El Progreso","Morazán","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Motocicleta","Azul","Colisiono"
"5738",5738,1,"Diciembre","Sábado",2,"El Progreso","Sanarate","Rural","Ignorado","Hombre","42","Mayor","40-44","Fallecido","Motocicleta","Ignorado","Vuelco"
"5739",5739,1,"Diciembre","Sábado",10,"Petén","Sayaxché","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
"5740",5740,1,"Diciembre","Sábado",10,"Petén","Sayaxché","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
"5741",5741,1,"Diciembre","Sábado",23,"Petén","San Benito","Rural","Ignorado","Hombre","39","Mayor","35-39","Lesionado","Pick up","Blanco","Colisiono"
"5742",5742,1,"Diciembre","Sábado",23,"Petén","San Benito","Rural","Ignorado","Hombre","34","Mayor","30-34","Lesionado","Motocicleta","Negro","Colisiono"
"5743",5743,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","26","Mayor","25-29","Lesionado","Pick up","Celeste","Colisiono"
"5744",5744,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","5","Menor","Menosr de 15","Lesionado","Pick up","Celeste","Colisiono"
"5745",5745,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","1","Menor","Menosr de 15","Lesionado","Pick up","Celeste","Colisiono"
"5746",5746,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Colisiono"
"5747",5747,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","9","Menor","Menosr de 15","Lesionado","Motocicleta","Rojo","Colisiono"
"5748",5748,2,"Diciembre","Domingo",16,"Guatemala","Guatemala","Urbano","18","Mujer","1","Menor","Menosr de 15","Lesionado","Motocicleta","Rojo","Colisiono"
"5749",5749,2,"Diciembre","Domingo",4,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Verde","Choque"
"5750",5750,2,"Diciembre","Domingo",4,"Guatemala","San José Pinula","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Automovil","Verde","Choque"
"5751",5751,2,"Diciembre","Domingo",4,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Verde","Choque"
"5752",5752,2,"Diciembre","Domingo",4,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Verde","Choque"
"5753",5753,2,"Diciembre","Domingo",19,"Guatemala","Mixco","Urbano","4","Mujer","50","Mayor","50-54","Lesionado","Automovil","Blanco","Colisiono"
"5754",5754,2,"Diciembre","Domingo",19,"Guatemala","Mixco","Urbano","4","Mujer","14","Menor","Menosr de 15","Lesionado","Automovil","Blanco","Colisiono"
"5755",5755,2,"Diciembre","Domingo",17,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Pick up","Gris","Colisiono"
"5756",5756,2,"Diciembre","Domingo",17,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","53","Mayor","50-54","Lesionado","Pick up","Ignorado","Colisiono"
"5757",5757,2,"Diciembre","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","20","Mayor","20-24","Fallecido","Motocicleta","Rojo","Colisiono"
"5758",5758,2,"Diciembre","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Motocicleta","Rojo","Colisiono"
"5759",5759,2,"Diciembre","Domingo",15,"Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","34","Mayor","30-34","Lesionado","Pick up","Rojo","Colisiono"
"5760",5760,2,"Diciembre","Domingo",3,"Huehuetenango","Cuilco","Rural","Ignorado","Hombre","15","Menor","15-19","Fallecido","Pick up","Negro","Choque"
"5761",5761,2,"Diciembre","Domingo",3,"Huehuetenango","Cuilco","Rural","Ignorado","Hombre","19","Mayor","15-19","Fallecido","Pick up","Negro","Choque"
"5762",5762,2,"Diciembre","Domingo",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
"5763",5763,3,"Diciembre","Lunes",8,"Guatemala","Guatemala","Urbano","1","Mujer","23","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
"5764",5764,3,"Diciembre","Lunes",2,"Guatemala","Guatemala","Urbano","1","Hombre","31","Mayor","30-34","Lesionado","Motocicleta","Negro","Choque"
"5765",5765,3,"Diciembre","Lunes",2,"Guatemala","Guatemala","Urbano","1","Hombre","34","Mayor","30-34","Lesionado","Motocicleta","Negro","Choque"
"5766",5766,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Mujer","35","Mayor","35-39","Lesionado","Pick up","Gris","Choque"
"5767",5767,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","1","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
"5768",5768,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","2","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
"5769",5769,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","3","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
"5770",5770,3,"Diciembre","Lunes",17,"Santa Rosa","Pueblo Nuevo Viñas","Rural","Ignorado","Hombre","40","Mayor","40-44","Fallecido","Automovil","Verde","Choque"
"5771",5771,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","50","Mayor","50-54","Lesionado","Pick up","Beige","Choque"
"5772",5772,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Pick up","Beige","Choque"
"5773",5773,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","34","Mayor","30-34","Lesionado","Pick up","Beige","Choque"
"5774",5774,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Beige","Choque"
"5775",5775,3,"Diciembre","Lunes",6,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
"5776",5776,3,"Diciembre","Lunes",6,"Izabal","Puerto Barrios","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Colisiono"
"5777",5777,3,"Diciembre","Lunes",2,"Petén","Flores","Rural","Ignorado","Hombre","19","Mayor","15-19","Fallecido","Motocicleta","Corinto","Choque"
"5778",5778,4,"Diciembre","Martes",1,"Guatemala","Guatemala","Urbano","9","Hombre","30","Mayor","30-34","Fallecido","Motocicleta","Ignorado","Choque"
"5779",5779,4,"Diciembre","Martes",0,"Guatemala","Guatemala","Urbano","12","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
"5780",5780,4,"Diciembre","Martes",15,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","83","Mayor","55 y más","Lesionado","Motocicleta","Ignorado","Colisiono"
"5781",5781,4,"Diciembre","Martes",20,"Jutiapa","El Adelanto","Rural","Ignorado","Hombre","23","Mayor","20-24","Fallecido","Motocicleta","Rojo","Vuelco"
"5782",5782,4,"Diciembre","Martes",18,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Pick up","Azul","Colisiono"
"5783",5783,4,"Diciembre","Martes",18,"Escuintla","Siquinalá","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Pick up","Azul","Colisiono"
"5784",5784,4,"Diciembre","Martes",7,"Santa Rosa","Oratorio","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Motocicleta","Rojo","Colisiono"
"5785",5785,4,"Diciembre","Martes",8,"Quetzaltenango","Sibilia","Rural","Ignorado","Hombre","24","Mayor","20-24","Fallecido","Pick up","Ignorado","Vuelco"
"5786",5786,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","6","Menor","Menosr de 15","Fallecido","Pick up","Blanco","Colisiono"
"5787",5787,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","33","Mayor","30-34","Lesionado","Pick up","Blanco","Colisiono"
"5788",5788,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","45","Mayor","45-49","Lesionado","Pick up","Blanco","Colisiono"
"5789",5789,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Pick up","Blanco","Colisiono"
"5790",5790,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
"5791",5791,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","14","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
"5792",5792,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","31","Mayor","30-34","Lesionado","Pick up","Blanco","Colisiono"
"5793",5793,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","5","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
"5794",5794,4,"Diciembre","Martes",23,"Sacatepéquez","Pastores","Rural","Ignorado","Mujer","22","Mayor","20-24","Fallecido","Motocicleta","Rojo","Choque"
"5795",5795,5,"Diciembre","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Colisiono"
"5796",5796,5,"Diciembre","Miercoles",0,"Guatemala","Guatemala","Urbano","18","Hombre","19","Mayor","15-19","Lesionado","Automovil","Rojo","Choque"
"5797",5797,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Camión","Azul","Choque"
"5798",5798,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Camión","Azul","Choque"
"5799",5799,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","41","Mayor","40-44","Lesionado","Camión","Azul","Choque"
"5800",5800,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Camión","Blanco","Vuelco"
"5801",5801,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Camión","Blanco","Vuelco"
"5802",5802,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","15","Menor","15-19","Lesionado","Camión","Blanco","Vuelco"
"5803",5803,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Camión","Blanco","Vuelco"
"5804",5804,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","10","Menor","Menosr de 15","Lesionado","Camión","Blanco","Vuelco"
"5805",5805,5,"Diciembre","Miercoles",20,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Automovil","Azul","Choque"
"5806",5806,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Hombre","24","Mayor","20-24","Lesionado","Mototaxi","Rojo","Colisiono"
"5807",5807,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Mujer","60","Mayor","55 y más","Lesionado","Mototaxi","Rojo","Colisiono"
"5808",5808,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Mujer","26","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
"5809",5809,5,"Diciembre","Miercoles",0,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Camión","Blanco","Colisiono"
"5810",5810,5,"Diciembre","Miercoles",21,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","45","Mayor","45-49","Fallecido","Motocicleta","Amarillo","Colisiono"
"5811",5811,6,"Diciembre","Jueves",13,"Guatemala","Guatemala","Urbano","7","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
"5812",5812,6,"Diciembre","Jueves",13,"Guatemala","Guatemala","Urbano","7","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Negro","Colisiono"
"5813",5813,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Pick up","Beige","Colisiono"
"5814",5814,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Beige","Colisiono"
"5815",5815,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
"5816",5816,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
"5817",5817,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
"5818",5818,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
"5819",5819,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Fallecido","Microbus","Gris","Colisiono"
"5820",5820,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
