"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
2652,7,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","1","Hombre","36","35-39","Mayor","Normal","Pick up","Blanco","Colisión"
2653,7,"Noviembre","Miercoles",19,"Guatemala","Guatemala","Urbano","12","Hombre","52","50-54","Mayor","Normal","Bus urbano","Rojo","Colisión"
2654,7,"Noviembre","Miercoles",5,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Camion","Verde","Colisión"
2655,7,"Noviembre","Miercoles",9,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Motocicleta","Rojo","Colisión"
2656,7,"Noviembre","Miercoles",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Panel","Blanco","Colisión"
2657,7,"Noviembre","Miercoles",20,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Ignorado","Choque"
2658,7,"Noviembre","Miercoles",20,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Motocicleta","Ignorado","Colisión"
2659,8,"Noviembre","Jueves",7,"Guatemala","Villa Nueva","Urbano","5","Hombre","35","35-39","Mayor","Normal","camioneta","Rojo","Colisión"
2660,8,"Noviembre","Jueves",13,"Zacapa","Zacapa","Rural","Ignorado","Mujer","23","20-24","Mayor","Normal","camioneta","Verde","Colisión"
2661,8,"Noviembre","Jueves",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Rojo","Vuelco"
2662,8,"Noviembre","Jueves",11,"Totonicapán","Totonicapán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Colisión"
2663,8,"Noviembre","Jueves",23,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Microbus","Blanco","Vuelco"
2664,8,"Noviembre","Jueves",13,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","53","50-54","Mayor","Ignorado","Automovil","Rojo","Colisión"
2665,8,"Noviembre","Jueves",7,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Mototaxi","Rojo","Choque"
2666,9,"Noviembre","Viernes",18,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","Colisión"
2667,9,"Noviembre","Viernes",16,"Jutiapa","El Progreso","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","Colisión"
2668,9,"Noviembre","Viernes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Camion","Blanco","Colisión"
2669,9,"Noviembre","Viernes",21,"Suchitepéquez","Chicacao","Rural","Ignorado","Hombre","72","55 y más","Mayor","Ignorado","Pick up","Negro","Choque"
2670,9,"Noviembre","Viernes",13,"Petén","Melchor de Mencos","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Camion","Rojo","Colisión"
2671,10,"Noviembre","Sabado",17,"Guatemala","Guatemala","Urbano","17","Hombre","21","20-24","Mayor","Ignorado","Automovil","Anaranjado","Colisión"
2672,10,"Noviembre","Sabado",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Automovil","Blanco","Colisión"
2673,10,"Noviembre","Sabado",23,"Guatemala","Guatemala","Urbano","11","Hombre","27","25-29","Mayor","Ignorado","Pick up","Azul","Colisión"
2674,10,"Noviembre","Sabado",0,"Guatemala","Guatemala","Urbano","12","Hombre","27","25-29","Mayor","Ignorado","camioneta","Negro","Vuelco"
2675,10,"Noviembre","Sabado",0,"Guatemala","Guatemala","Urbano","12","Hombre","28","25-29","Mayor","Ignorado","Automovil","Verde","Vuelco"
2676,10,"Noviembre","Sabado",20,"Jalapa","Jalapa","Rural","Ignorado","Hombre","54","50-54","Mayor","Ignorado","camioneta","Corinto","Choque"
2677,10,"Noviembre","Sabado",13,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Pick up","Blanco","Choque"
2678,10,"Noviembre","Sabado",12,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Automovil","Celeste","Choque"
2679,10,"Noviembre","Sabado",19,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","47","45-49","Mayor","Ignorado","Automovil","Verde","Colisión"
2680,10,"Noviembre","Sabado",23,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Negro","Choque"
2681,10,"Noviembre","Sabado",14,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Automovil","Negro","Colisión"
2682,10,"Noviembre","Sabado",17,"Sacatepéquez","Santa Lucia Milpas Altas","Rural","Ignorado","Hombre","46","45-49","Mayor","Ignorado","Pick up","Gris","Choque"
2683,10,"Noviembre","Sabado",15,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Verde","Vuelco"
2684,11,"Noviembre","Domingo",5,"Guatemala","Guatemala","Urbano","13","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Azul","Colisión"
2685,11,"Noviembre","Domingo",22,"Guatemala","Guatemala","Urbano","12","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Automovil","Ignorado","Colisión"
2686,11,"Noviembre","Domingo",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","48","45-49","Mayor","Ignorado","Automovil","Café","Choque"
2687,11,"Noviembre","Domingo",6,"Escuintla","Santa Lucía Cotzumalguapa","Urbano","1","Hombre","21","20-24","Mayor","Bajo efectos de alcohol","Pick up","Gris","Choque"
2688,11,"Noviembre","Domingo",18,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Automovil","Negro","Choque"
2689,11,"Noviembre","Domingo",9,"Petén","San José_duplicated_1702","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Vuelco"
2690,12,"Noviembre","Lunes",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","44","40-44","Mayor","Normal","Automovil","Gris","Colisión"
2691,12,"Noviembre","Lunes",8,"Zacapa","Estanzuela","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Pick up","Amarillo","Colisión"
2692,12,"Noviembre","Lunes",0,"Escuintla","Nueva Concepción","Rural","Ignorado","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Colisión"
2693,12,"Noviembre","Lunes",21,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Automovil","Verde","Colisión"
2694,12,"Noviembre","Lunes",10,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Bus urbano","Blanco","Colisión"
2695,12,"Noviembre","Lunes",4,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Cabezal","Blanco","Choque"
2696,12,"Noviembre","Lunes",8,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Vuelco"
2697,13,"Noviembre","Martes",4,"Guatemala","Guatemala","Urbano","8","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Negro","Choque"
2698,13,"Noviembre","Martes",13,"Guatemala","Guatemala","Urbano","8","Hombre","37","35-39","Mayor","Normal","Camion","Blanco","Colisión"
2699,13,"Noviembre","Martes",4,"Guatemala","Fraijanes","Urbano","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Negro","Colisión"
2700,13,"Noviembre","Martes",4,"Guatemala","Guatemala","Urbano","11","Hombre","52","50-54","Mayor","Bajo efectos de alcohol","Automovil","Blanco","Colisión"
2701,13,"Noviembre","Martes",6,"Escuintla","Escuintla","Urbano","8","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Rojo","Vuelco"
2702,13,"Noviembre","Martes",19,"Quetzaltenango","Quetzaltenango","Urbano","7","Hombre","42","40-44","Mayor","Bajo efectos de alcohol","Pick up","Gris","Colisión"
2703,13,"Noviembre","Martes",17,"San Marcos","Malacatán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Colisión"
2704,13,"Noviembre","Martes",17,"Huehuetenango","Huehuetenango","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Café","Colisión"
2705,13,"Noviembre","Martes",11,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Automovil","Gris","Colisión"
2706,14,"Noviembre","Miercoles",22,"Guatemala","Guatemala","Urbano","16","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Rojo","Choque"
2707,14,"Noviembre","Miercoles",2,"Chiquimula","Chiquimula","Urbano","2","Hombre","20","20-24","Mayor","Ignorado","Pick up","Rojo","Vuelco"
2708,14,"Noviembre","Miercoles",13,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Panel","Blanco","Colisión"
2709,14,"Noviembre","Miercoles",10,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Camion","Blanco","Colisión"
2710,14,"Noviembre","Miercoles",12,"Zacapa","Estanzuela","Rural","Ignorado","Hombre","54","50-54","Mayor","Normal","Pick up","Verde","Colisión"
2711,14,"Noviembre","Miercoles",13,"San Marcos","San Marcos","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Pick up","Negro","Vuelco"
2712,15,"Noviembre","Jueves",7,"Guatemala","Guatemala","Urbano","12","Hombre","46","45-49","Mayor","Normal","Camion","Azul","Colisión"
2713,15,"Noviembre","Jueves",0,"Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Cabezal","Café","Colisión"
2714,15,"Noviembre","Jueves",7,"Retalhuleu","Nuevo San Carlos","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Ignorado","Colisión"
2715,16,"Noviembre","Viernes",1,"Guatemala","Guatemala","Urbano","10","Hombre","35","35-39","Mayor","Normal","Pick up","Verde","Choque"
2716,16,"Noviembre","Viernes",20,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Rojo","Choque"
2717,16,"Noviembre","Viernes",8,"Guatemala","Guatemala","Urbano","10","Hombre","32","30-34","Mayor","Normal","Motocicleta","Ignorado","Colisión"
2718,16,"Noviembre","Viernes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","52","50-54","Mayor","Normal","Automovil","Gris","Vuelco"
2719,16,"Noviembre","Viernes",23,"Guatemala","Villa Canales","Urbano","3","Mujer","30","30-34","Mayor","Normal","Motocicleta","Negro","Colisión"
2720,16,"Noviembre","Viernes",3,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","50","50-54","Mayor","Normal","Motocicleta","Rojo","Colisión"
2721,16,"Noviembre","Viernes",19,"Guatemala","San Raimundo","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","camioneta","Azul","Colisión"
2722,16,"Noviembre","Viernes",17,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Automovil","Beige","Vuelco"
2723,16,"Noviembre","Viernes",17,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Azul","Vuelco"
2724,16,"Noviembre","Viernes",1,"Jutiapa","Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Colisión"
2725,16,"Noviembre","Viernes",22,"Escuintla","Escuintla","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
2726,16,"Noviembre","Viernes",14,"Santa Rosa","Oratorio","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Beige","Vuelco"
2727,16,"Noviembre","Viernes",17,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","32","30-34","Mayor","Normal","Automovil","Verde","Colisión"
2728,16,"Noviembre","Viernes",14,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","camioneta","Blanco","Vuelco"
2729,16,"Noviembre","Viernes",18,"Izabal","Los Amates","Rural","Ignorado","Ignorado","22","20-24","Mayor","Ignorado","Ignorado","Ignorado","Colisión"
2730,16,"Noviembre","Viernes",2,"Petén","Poptún","Rural","Ignorado","Hombre","61","55 y más","Mayor","Ignorado","Ignorado","Ignorado","Colisión"
2731,16,"Noviembre","Viernes",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Camion","Blanco","Colisión"
2732,17,"Noviembre","Sabado",2,"Guatemala","Guatemala","Urbano","9","Hombre","25","25-29","Mayor","Normal","Motocicleta","Verde","Colisión"
2733,17,"Noviembre","Sabado",18,"Guatemala","Guatemala","Urbano","17","Hombre","47","45-49","Mayor","Normal","Camion","Blanco","Colisión"
2734,17,"Noviembre","Sabado",2,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Automovil","Azul","Choque"
2735,17,"Noviembre","Sabado",10,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","camioneta","Azul","Colisión"
2736,17,"Noviembre","Sabado",21,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Camion","Azul","Colisión"
2737,17,"Noviembre","Sabado",16,"Guatemala","Guatemala","Urbano","19","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Colisión"
2738,17,"Noviembre","Sabado",20,"Zacapa","Zacapa","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Motocicleta","Rojo","Colisión"
2739,18,"Noviembre","Domingo",10,"Guatemala","Guatemala","Urbano","1","Hombre","32","30-34","Mayor","Normal","Motocicleta","Rojo","Choque"
2740,18,"Noviembre","Domingo",18,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","15-19","Mayor","Normal","Automovil","Gris","Colisión"
2741,18,"Noviembre","Domingo",0,"Guatemala","Guatemala","Urbano","7","Hombre","17","15-19","Menor","Normal","Automovil","Gris","Choque"
2742,18,"Noviembre","Domingo",10,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Camion","Rojo","Choque"
2743,18,"Noviembre","Domingo",19,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","43","40-44","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Choque"
2744,18,"Noviembre","Domingo",21,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Ignorado","Caida"
2745,18,"Noviembre","Domingo",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Automovil","Negro","Colisión"
2746,18,"Noviembre","Domingo",22,"Escuintla","San Vicente Pacaya","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Motocicleta","Azul","Choque"
2747,18,"Noviembre","Domingo",0,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Pick up","Blanco","Colisión"
2748,18,"Noviembre","Domingo",15,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","71","55 y más","Mayor","Normal","Bus extraurbano","Rojo","Caida"
2749,18,"Noviembre","Domingo",6,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Automovil","Verde","Colisión"
2750,18,"Noviembre","Domingo",12,"San Marcos","San Marcos","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Pick up","Negro","Colisión"
2751,18,"Noviembre","Domingo",15,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Beige","Colisión"
2752,19,"Noviembre","Lunes",16,"Guatemala","Guatemala","Urbano","13","Mujer","39","35-39","Mayor","Normal","Automovil","Verde","Colisión"
2753,19,"Noviembre","Lunes",19,"Guatemala","Guatemala","Urbano","13","Hombre","62","55 y más","Mayor","Normal","camioneta","Gris","Colisión"
2754,19,"Noviembre","Lunes",13,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Motocicleta","Azul","Colisión"
2755,19,"Noviembre","Lunes",22,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Camion","Verde","Colisión"
2756,19,"Noviembre","Lunes",9,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Motocicleta","Ignorado","Choque"
2757,19,"Noviembre","Lunes",18,"Petén","Flores","Rural","Ignorado","Hombre","47","45-49","Mayor","Ignorado","camioneta","Azul","Colisión"
2758,20,"Noviembre","Martes",0,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
2759,20,"Noviembre","Martes",15,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Automovil","Rojo","Colisión"
2760,20,"Noviembre","Martes",14,"Guatemala","Guatemala","Urbano","7","Hombre","55","55 y más","Mayor","Ignorado","Motocicleta","Rojo","Choque"
2761,20,"Noviembre","Martes",11,"Guatemala","Guatemala","Urbano","7","Hombre","33","30-34","Mayor","Ignorado","Automovil","Blanco","Colisión"
2762,20,"Noviembre","Martes",5,"Suchitepéquez","Chicacao","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Bus extraurbano","Amarillo","Choque"
2763,20,"Noviembre","Martes",16,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Motocicleta","Negro","Colisión"
2764,20,"Noviembre","Martes",17,"San Marcos","San Marcos","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Automovil","Gris","Colisión"
2765,20,"Noviembre","Martes",15,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","74","55 y más","Mayor","Ignorado","Camion","Azul","Colisión"
2766,20,"Noviembre","Martes",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Choque"
2767,20,"Noviembre","Martes",16,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Pick up","Celeste","Colisión"
2768,20,"Noviembre","Martes",11,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Camion","Blanco","Choque"
2769,21,"Noviembre","Miercoles",23,"Guatemala","Guatemala","Urbano","12","Hombre","24","20-24","Mayor","Ignorado","Automovil","Rojo","Colisión"
2770,21,"Noviembre","Miercoles",21,"Guatemala","Villa Nueva","Urbano","1","Hombre","36","35-39","Mayor","Ignorado","Motocicleta","Negro","Colisión"
2771,21,"Noviembre","Miercoles",1,"Guatemala","Mixco","Urbano","4","Hombre","30","30-34","Mayor","Ignorado","Automovil","Verde","Choque"
2772,21,"Noviembre","Miercoles",15,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","67","55 y más","Mayor","Ignorado","Cabezal","Azul","Colisión"
2773,21,"Noviembre","Miercoles",20,"Retalhuleu","Retalhuleu","Urbano","4","Hombre","30","30-34","Mayor","Bajo efectos de alcohol","Pick up","Gris","Colisión"
2774,21,"Noviembre","Miercoles",19,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Colisión"
2775,22,"Noviembre","Jueves",4,"Guatemala","Guatemala","Urbano","1","Mujer","22","20-24","Mayor","Normal","Automovil","Verde","Choque"
2776,22,"Noviembre","Jueves",15,"Zacapa","Zacapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Motocicleta","Ignorado","Choque"
2777,22,"Noviembre","Jueves",17,"Santa Rosa","Casillas","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Pick up","Negro","Choque"
2778,22,"Noviembre","Jueves",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Motocicleta","Anaranjado","Colisión"
2779,22,"Noviembre","Jueves",23,"Alta Verapaz","Cobán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Vuelco"
2780,22,"Noviembre","Jueves",18,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Amarillo","Colisión"
2781,23,"Noviembre","Viernes",20,"Guatemala","Guatemala","Urbano","1","Hombre","48","45-49","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
2782,23,"Noviembre","Viernes",17,"Petén","San Luis","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Negro","Vuelco"
2783,23,"Noviembre","Viernes",13,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Pick up","Negro","Colisión"
2784,24,"Noviembre","Sabado",17,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Pick up","Blanco","Colisión"
2785,24,"Noviembre","Sabado",19,"Guatemala","Guatemala","Urbano","1","Hombre","40","40-44","Mayor","Normal","Bus urbano","Azul","Colisión"
2786,24,"Noviembre","Sabado",19,"Guatemala","Guatemala","Urbano","7","Hombre","18","15-19","Mayor","Normal","Automovil","Rojo","Colisión"
2787,24,"Noviembre","Sabado",10,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","29","25-29","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Colisión"
2788,24,"Noviembre","Sabado",13,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Automovil","Anaranjado","Colisión"
2789,24,"Noviembre","Sabado",21,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
2790,24,"Noviembre","Sabado",20,"Jutiapa","Jalpatagua","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Camion","Azul","Vuelco"
2791,24,"Noviembre","Sabado",7,"Guatemala","Mixco","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Amarillo","Colisión"
2792,24,"Noviembre","Sabado",6,"San Marcos","San Rafael Pie de La Cuesta","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Vuelco"
2793,24,"Noviembre","Sabado",0,"Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
2794,24,"Noviembre","Sabado",1,"Guatemala","Villa Nueva","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
2795,24,"Noviembre","Sabado",19,"Guatemala","Villa Nueva","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
2796,24,"Noviembre","Sabado",7,"Suchitepéquez","San Lorenzo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Ignorado","Colisión"
2797,24,"Noviembre","Sabado",8,"Totonicapán","San Bartolo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Vuelco"
2798,25,"Noviembre","Domingo",12,"Guatemala","Guatemala","Urbano","9","Hombre","62","55 y más","Mayor","Normal","Bus extraurbano","Azul","Colisión"
2799,25,"Noviembre","Domingo",22,"Guatemala","Petapa","Urbano","7","Hombre","31","30-34","Mayor","Normal","Automovil","Celeste","Colisión"
2800,25,"Noviembre","Domingo",20,"Jutiapa","Agua Blanca","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Pick up","Corinto","Colisión"
2801,25,"Noviembre","Domingo",6,"Escuintla","Escuintla","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Camion","Blanco","Colisión"
2802,25,"Noviembre","Domingo",10,"Suchitepéquez","Mazatenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Rojo","Vuelco"
2803,25,"Noviembre","Domingo",20,"Huehuetenango","La Democracia_duplicated_1312","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","Colisión"
2804,25,"Noviembre","Domingo",17,"Baja Verapaz","Salamá","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Pick up","Negro","Caida"
2805,25,"Noviembre","Domingo",18,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Pick up","Blanco","Colisión"
2806,26,"Noviembre","Lunes",6,"Guatemala","Guatemala","Urbano","18","Hombre","34","30-34","Mayor","Ignorado","Bus extraurbano","Ignorado","Choque"
2807,26,"Noviembre","Lunes",16,"Guatemala","Guatemala","Urbano","15","Hombre","33","30-34","Mayor","Normal","Camion","Blanco","Colisión"
2808,26,"Noviembre","Lunes",22,"Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Caida"
2809,26,"Noviembre","Lunes",22,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Automovil","Rojo","Colisión"
2810,26,"Noviembre","Lunes",12,"Chimaltenango","Chimaltenango","Urbano","Ignorado","Hombre","38","35-39","Mayor","Normal","Motocicleta","Ignorado","Colisión"
2811,27,"Noviembre","Martes",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Pick up","Azul","Colisión"
2812,27,"Noviembre","Martes",7,"Guatemala","Mixco","Urbano","5","Hombre","34","30-34","Mayor","Normal","Bus urbano","Rojo","Colisión"
2813,27,"Noviembre","Martes",16,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Motocicleta","Rojo","Choque"
2814,27,"Noviembre","Martes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Camion","Blanco","Colisión"
2815,27,"Noviembre","Martes",3,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Pick up","Verde","Choque"
2816,27,"Noviembre","Martes",18,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Camion","Azul","Colisión"
2817,27,"Noviembre","Martes",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Rojo","Colisión"
2818,28,"Noviembre","Miercoles",1,"Guatemala","Guatemala","Urbano","18","Hombre","28","25-29","Mayor","Ignorado","Automovil","Gris","Colisión"
2819,28,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","10","Hombre","41","40-44","Mayor","Normal","Automovil","Negro","Colisión"
