"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","g_edad","lesio_fall","tipo_vehi","Causa_acc"
18,"Junio","Viernes",21,"Suchitepéquez","Rural",99,"Hombre",16,"15-19","Lesionados","Mototaxi","Colision"
6,"Septiembre","Lunes",22,"Suchitepéquez","Rural",99,"Hombre",18,"15-19","Lesionados","Mototaxi","Colision"
24,"Octubre","Domingo",12,"Suchitepéquez","Urbano",99,"Hombre",25,"25-29","Lesionados","Mototaxi","Colision"
27,"Abril","Martes",1,"Suchitepéquez","Urbano",1,"Hombre",21,"20-24","Lesionados","Automovil","Choque, empotro"
27,"Abril","Martes",1,"Suchitepéquez","Urbano",1,"Hombre",21,"20-24","Lesionados","Automovil","Choque, empotro"
27,"Abril","Martes",1,"Suchitepéquez","Urbano",1,"Mujer",26,"25-29","Lesionados","Automovil","Choque, empotro"
9,"Diciembre","Jueves",21,"Suchitepéquez","Rural",99,"Hombre",25,"25-29","Lesionados","Camioneta","Choque, empotro"
9,"Diciembre","Jueves",21,"Suchitepéquez","Rural",99,"Mujer",25,"25-29","Lesionados","Camioneta","Choque, empotro"
26,"Septiembre","Domingo",23,"Suchitepéquez","Rural",99,"Hombre",21,"20-24","Lesionados","Pick up","Choque, empotro"
24,"Enero","Domingo",0,"Suchitepéquez","Rural",99,"Hombre",20,"20-24","Fallecidos","Camioneta","vuelco, volco"
29,"Diciembre","Miercoles",17,"Suchitepéquez","Rural",99,"Hombre",21,"20-24","Lesionados","Motocicleta","vuelco, volco"
24,"Enero","Domingo",13,"Suchitepéquez","Rural",99,"Mujer",33,"30-34","Lesionados","Automovil","Colision"
25,"Julio","Domingo",18,"Suchitepéquez","Rural",99,"Mujer",33,"30-34","Lesionados","Automovil","Colision"
13,"Agosto","Viernes",8,"Suchitepéquez","Urbano",99,"Hombre",39,"35-39","Lesionados","Automovil","Colision"
13,"Agosto","Viernes",8,"Suchitepéquez","Urbano",99,"Mujer",39,"35-39","Lesionados","Automovil","Colision"
18,"Agosto","Miercoles",18,"Suchitepéquez","Rural",99,"Hombre",41,"40-44","Lesionados","Automovil","Colision"
25,"Septiembre","Sabado",17,"Suchitepéquez","Rural",99,"Hombre",31,"30-34","Fallecidos","Motocicleta","Colision"
14,"Enero","Jueves",8,"Suchitepéquez","Rural",99,"Hombre",36,"35-39","Lesionados","Camion","Colision"
14,"Enero","Jueves",8,"Suchitepéquez","Rural",99,"Hombre",37,"35-39","Lesionados","Camion","Colision"
27,"Abril","Martes",1,"Suchitepéquez","Urbano",1,"Hombre",30,"30-34","Lesionados","Automovil","Choque, empotro"
25,"Julio","Domingo",18,"Suchitepéquez","Rural",99,"Mujer",50,"50-54","Lesionados","Automovil","Colision"
14,"Julio","Miercoles",16,"Suchitepéquez","Rural",99,"Hombre",46,"45-49","Fallecidos","Pick up","Colision"
14,"Enero","Jueves",8,"Suchitepéquez","Rural",99,"Hombre",45,"45-49","Lesionados","Camion","Colision"
14,"Marzo","Domingo",15,"Suchitepéquez","Rural",99,"Hombre",53,"50-54","Lesionados","Camion","Colision"
9,"Diciembre","Jueves",21,"Suchitepéquez","Rural",99,"Hombre",48,"45-49","Lesionados","Camioneta","Choque, empotro"
25,"Julio","Domingo",18,"Suchitepéquez","Rural",99,"Mujer",80,"55 y mas","Lesionados","Automovil","Colision"
17,"Abril","Sabado",23,"Alta Verapaz","Rural",99,"Hombre",19,"15-19","Lesionados","Camioneta","Choque, empotro"
17,"Abril","Sabado",23,"Alta Verapaz","Rural",99,"Hombre",30,"30-34","Lesionados","Camioneta","Choque, empotro"
21,"Noviembre","Domingo",19,"Jutiapa","Rural",99,"Hombre",23,"20-24","Lesionados","Automovil","Colision"
30,"Enero","Sabado",15,"Jutiapa","Rural",99,"Mujer",24,"20-24","Lesionados","Pick up","Colision"
22,"Octubre","Viernes",17,"Jutiapa","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
22,"Octubre","Viernes",17,"Jutiapa","Rural",99,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
21,"Noviembre","Domingo",19,"Jutiapa","Rural",99,"Hombre",26,"25-29","Fallecidos","Motocicleta","Colision"
21,"Noviembre","Domingo",19,"Jutiapa","Rural",99,"Hombre",35,"35-39","Lesionados","Automovil","Colision"
30,"Enero","Sabado",15,"Jutiapa","Rural",99,"Mujer",37,"35-39","Fallecidos","Pick up","Colision"
11,"Febrero","Jueves",20,"Jutiapa","Rural",99,"Hombre",44,"40-44","Fallecidos","Pick up","Colision"
21,"Noviembre","Domingo",19,"Jutiapa","Rural",99,"Hombre",31,"30-34","Lesionados","Motocicleta","Colision"
21,"Noviembre","Domingo",19,"Jutiapa","Rural",99,"Hombre",36,"35-39","Lesionados","Motocicleta","Colision"
2,"Octubre","Sabado",14,"Jutiapa","Rural",99,"Hombre",44,"40-44","Lesionados","Camion","vuelco, volco"
9,"Abril","Viernes",1,"Jutiapa","Rural",99,"Hombre",46,"45-49","Lesionados","Camion","vuelco, volco"
9,"Abril","Viernes",1,"Jutiapa","Rural",99,"Hombre",46,"45-49","Lesionados","Camion","vuelco, volco"
24,"Agosto","Martes",19,"Jutiapa","Rural",99,"Hombre",69,"55 y mas","Lesionados","Automovil","Colision"
9,"Septiembre","Jueves",9,"Guatemala","Rural",99,"Mujer",999,"Ignorado","Fallecidos","Automovil","Colision"
22,"Junio","Martes",17,"Guatemala","Urbano",12,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
19,"Marzo","Viernes",7,"Guatemala","Rural",99,"Hombre",999,"Ignorado","Lesionados","Motocicleta","Colision"
14,"Febrero","Domingo",19,"Guatemala","Urbano",12,"Hombre",0,"Menos 15","Lesionados","Automovil","Colision"
9,"Septiembre","Jueves",9,"Guatemala","Rural",99,"Hombre",1,"Menos 15","Lesionados","Automovil","Colision"
13,"Noviembre","Sabado",23,"Guatemala","Rural",99,"Mujer",14,"Menos 15","Lesionados","Automovil","Colision"
30,"Junio","Miercoles",20,"Guatemala","Rural",99,"Mujer",14,"Menos 15","Lesionados","Camioneta","Colision"
30,"Enero","Sabado",19,"Guatemala","Rural",99,"Hombre",14,"Menos 15","Lesionados","Pick up","Colision"
6,"Octubre","Miercoles",10,"Guatemala","Urbano",12,"Hombre",6,"Menos 15","Lesionados","Pick up","Colision"
6,"Octubre","Miercoles",10,"Guatemala","Urbano",12,"Mujer",10,"Menos 15","Lesionados","Pick up","Colision"
6,"Noviembre","Sabado",1,"Guatemala","Rural",99,"Hombre",13,"Menos 15","Lesionados","Pick up","Colision"
23,"Julio","Viernes",12,"Guatemala","Urbano",12,"Hombre",12,"Menos 15","Lesionados","Motocicleta","Colision"
28,"Marzo","Domingo",6,"Guatemala","Rural",99,"Hombre",10,"Menos 15","Lesionados","Automovil","Choque, empotro"
3,"Julio","Sabado",20,"Guatemala","Urbano",12,"Mujer",5,"Menos 15","Lesionados","Pick up","Choque, empotro"
22,"Agosto","Domingo",0,"Guatemala","Urbano",5,"Mujer",25,"25-29","Lesionados","Automovil","Colision"
13,"Noviembre","Sabado",23,"Guatemala","Rural",99,"Mujer",20,"20-24","Lesionados","Automovil","Colision"
30,"Octubre","Sabado",6,"Guatemala","Rural",99,"Hombre",22,"20-24","Lesionados","Automovil","Colision"
9,"Septiembre","Jueves",9,"Guatemala","Rural",99,"Mujer",25,"25-29","Lesionados","Automovil","Colision"
14,"Abril","Miercoles",9,"Guatemala","Urbano",99,"Hombre",29,"25-29","Lesionados","Automovil","Colision"
5,"Abril","Lunes",15,"Guatemala","Urbano",99,"Hombre",29,"25-29","Lesionados","Automovil","Colision"
23,"Diciembre","Jueves",9,"Guatemala","Rural",99,"Mujer",29,"25-29","Lesionados","Automovil","Colision"
10,"Octubre","Domingo",0,"Guatemala","Urbano",1,"Hombre",29,"25-29","Lesionados","Pick up","Colision"
10,"Octubre","Domingo",0,"Guatemala","Urbano",1,"Hombre",24,"20-24","Lesionados","Motocicleta","Colision"
7,"Abril","Miercoles",22,"Guatemala","Urbano",8,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
13,"Enero","Miercoles",19,"Guatemala","Urbano",8,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
4,"Septiembre","Sabado",12,"Guatemala","Urbano",12,"Hombre",19,"15-19","Fallecidos","Motocicleta","Colision"
19,"Septiembre","Domingo",23,"Guatemala","Urbano",12,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
15,"Marzo","Lunes",17,"Guatemala","Urbano",12,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
30,"Junio","Miercoles",18,"Guatemala","Rural",99,"Hombre",17,"15-19","Lesionados","Motocicleta","Colision"
16,"Febrero","Martes",13,"Guatemala","Rural",99,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
26,"Febrero","Viernes",7,"Guatemala","Rural",99,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
20,"Febrero","Sabado",16,"Guatemala","Urbano",99,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
4,"Marzo","Jueves",15,"Guatemala","Rural",99,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
12,"Junio","Sabado",22,"Guatemala","Rural",99,"Mujer",22,"20-24","Lesionados","Motocicleta","Colision"
28,"Noviembre","Domingo",17,"Guatemala","Rural",99,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
13,"Marzo","Sabado",7,"Guatemala","Urbano",99,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
2,"Octubre","Sabado",14,"Guatemala","Rural",99,"Hombre",27,"25-29","Fallecidos","Motocicleta","Colision"
13,"Junio","Domingo",21,"Guatemala","Rural",99,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
6,"Octubre","Miercoles",10,"Guatemala","Urbano",12,"Mujer",17,"15-19","Lesionados","Camion","Colision"
6,"Octubre","Miercoles",10,"Guatemala","Urbano",12,"Hombre",21,"20-24","Lesionados","Camion","Colision"
8,"Junio","Martes",23,"Guatemala","Rural",99,"Hombre",28,"25-29","Lesionados","Camion","Colision"
18,"Abril","Domingo",20,"Guatemala","Urbano",5,"Mujer",17,"15-19","Lesionados","Microbus","Colision"
18,"Abril","Domingo",20,"Guatemala","Urbano",5,"Mujer",18,"15-19","Lesionados","Microbus","Colision"
18,"Abril","Domingo",20,"Guatemala","Urbano",5,"Mujer",19,"15-19","Lesionados","Microbus","Colision"
18,"Abril","Domingo",20,"Guatemala","Urbano",5,"Mujer",22,"20-24","Lesionados","Microbus","Colision"
18,"Abril","Domingo",20,"Guatemala","Urbano",5,"Mujer",25,"25-29","Lesionados","Microbus","Colision"
16,"Noviembre","Lunes",6,"Guatemala","Urbano",1,"Mujer",22,"20-24","Lesionados","Bus urbano","Colision"
15,"Marzo","Lunes",17,"Guatemala","Urbano",12,"Hombre",28,"25-29","Lesionados","Bus urbano","Colision"
26,"Diciembre","Domingo",17,"Guatemala","Urbano",12,"Hombre",23,"20-24","Lesionados","Automovil","Choque, empotro"
10,"Julio","Viernes",17,"Guatemala","Rural",99,"Hombre",17,"15-19","Lesionados","Automovil","Choque, empotro"
10,"Julio","Viernes",17,"Guatemala","Rural",99,"Hombre",20,"20-24","Lesionados","Automovil","Choque, empotro"
3,"Julio","Sabado",20,"Guatemala","Urbano",12,"Hombre",17,"15-19","Lesionados","Pick up","Choque, empotro"
3,"Julio","Sabado",20,"Guatemala","Urbano",12,"Hombre",24,"20-24","Lesionados","Pick up","Choque, empotro"
3,"Julio","Sabado",20,"Guatemala","Urbano",12,"Mujer",25,"25-29","Lesionados","Pick up","Choque, empotro"
31,"Julio","Sabado",0,"Guatemala","Rural",99,"Hombre",25,"25-29","Lesionados","Pick up","Choque, empotro"
31,"Julio","Sabado",23,"Guatemala","Urbano",99,"Hombre",19,"15-19","Lesionados","Motocicleta","Choque, empotro"
21,"Septiembre","Martes",18,"Guatemala","Rural",99,"Hombre",27,"25-29","Lesionados","Automovil","vuelco, volco"
20,"Marzo","Sabado",15,"Guatemala","Rural",99,"Mujer",28,"25-29","Lesionados","Bus urbano","vuelco, volco"
1,"Abril","Jueves",5,"Guatemala","Rural",99,"Hombre",16,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
1,"Abril","Jueves",5,"Guatemala","Rural",99,"Hombre",23,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Enero","Viernes",21,"Guatemala","Urbano",12,"Hombre",23,"20-24","Lesionados","Motocicleta","Caida, encuneto, encunetado, embarrancado"
27,"Febrero","Sabado",16,"Guatemala","Urbano",3,"Hombre",30,"30-34","Lesionados","Automovil","Colision"
27,"Febrero","Sabado",16,"Guatemala","Urbano",3,"Hombre",38,"35-39","Lesionados","Automovil","Colision"
15,"Noviembre","Lunes",5,"Guatemala","Rural",99,"Hombre",33,"30-34","Lesionados","Automovil","Colision"
5,"Abril","Lunes",15,"Guatemala","Urbano",99,"Hombre",35,"35-39","Lesionados","Automovil","Colision"
9,"Septiembre","Jueves",9,"Guatemala","Rural",99,"Hombre",38,"35-39","Fallecidos","Automovil","Colision"
27,"Febrero","Sabado",21,"Guatemala","Rural",99,"Hombre",41,"40-44","Fallecidos","Automovil","Colision"
6,"Agosto","Viernes",21,"Guatemala","Rural",99,"Hombre",30,"30-34","Lesionados","Pick up","Colision"
14,"Julio","Miercoles",16,"Guatemala","Urbano",1,"Mujer",32,"30-34","Lesionados","Motocicleta","Colision"
16,"Febrero","Martes",22,"Guatemala","Urbano",5,"Hombre",30,"30-34","Lesionados","Motocicleta","Colision"
10,"Abril","Sabado",1,"Guatemala","Urbano",5,"Hombre",40,"40-44","Lesionados","Motocicleta","Colision"
13,"Diciembre","Lunes",21,"Guatemala","Urbano",99,"Hombre",30,"30-34","Fallecidos","Motocicleta","Colision"
28,"Noviembre","Domingo",17,"Guatemala","Rural",99,"Mujer",32,"30-34","Lesionados","Motocicleta","Colision"
3,"Marzo","Miercoles",18,"Guatemala","Rural",99,"Hombre",37,"35-39","Lesionados","Motocicleta","Colision"
22,"Octubre","Viernes",15,"Guatemala","Urbano",99,"Hombre",40,"40-44","Lesionados","Motocicleta","Colision"
7,"Julio","Miercoles",17,"Guatemala","Rural",99,"Hombre",33,"30-34","Lesionados","Camion","Colision"
6,"Agosto","Viernes",5,"Guatemala","Rural",99,"Hombre",40,"40-44","Lesionados","Camion","Colision"
16,"Noviembre","Lunes",6,"Guatemala","Urbano",1,"Mujer",33,"30-34","Lesionados","Bus urbano","Colision"
16,"Noviembre","Lunes",6,"Guatemala","Urbano",1,"Mujer",38,"35-39","Lesionados","Bus urbano","Colision"
28,"Marzo","Domingo",6,"Guatemala","Rural",99,"Hombre",37,"35-39","Lesionados","Automovil","Choque, empotro"
3,"Julio","Sabado",20,"Guatemala","Urbano",12,"Hombre",31,"30-34","Lesionados","Pick up","Choque, empotro"
24,"Enero","Domingo",1,"Guatemala","Rural",99,"Hombre",31,"30-34","Lesionados","Motocicleta","Choque, empotro"
31,"Julio","Sabado",23,"Guatemala","Urbano",99,"Hombre",32,"30-34","Lesionados","Motocicleta","Choque, empotro"
29,"Mayo","Sabado",4,"Guatemala","Urbano",12,"Hombre",30,"30-34","Lesionados","Taxi","Choque, empotro"
29,"Mayo","Sabado",4,"Guatemala","Urbano",12,"Mujer",38,"35-39","Lesionados","Taxi","Choque, empotro"
29,"Mayo","Sabado",4,"Guatemala","Urbano",12,"Hombre",40,"40-44","Lesionados","Taxi","Choque, empotro"
20,"Marzo","Sabado",15,"Guatemala","Rural",99,"Hombre",34,"30-34","Lesionados","Bus urbano","vuelco, volco"
1,"Abril","Jueves",5,"Guatemala","Rural",99,"Hombre",44,"40-44","Fallecidos","Pick up","Caida, encuneto, encunetado, embarrancado"
6,"Octubre","Miercoles",10,"Guatemala","Urbano",12,"Mujer",45,"45-49","Lesionados","Pick up","Colision"
9,"Agosto","Lunes",13,"Guatemala","Urbano",3,"Mujer",45,"45-49","Lesionados","Motocicleta","Colision"
9,"Agosto","Lunes",13,"Guatemala","Urbano",3,"Hombre",55,"55 y mas","Lesionados","Motocicleta","Colision"
9,"Febrero","Martes",19,"Guatemala","Rural",99,"Hombre",50,"50-54","Lesionados","Motocicleta","Colision"
19,"Mayo","Miercoles",17,"Guatemala","Urbano",3,"Hombre",49,"45-49","Lesionados","Cabezal","Choque, empotro"
20,"Marzo","Sabado",15,"Guatemala","Rural",99,"Hombre",48,"45-49","Lesionados","Bus urbano","vuelco, volco"
28,"Marzo","Domingo",6,"Guatemala","Rural",99,"Hombre",75,"55 y mas","Lesionados","Automovil","Choque, empotro"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",0,"Menos 15","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",6,"Menos 15","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",8,"Menos 15","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",11,"Menos 15","Lesionados","Bus extraurbano","Colision"
8,"Junio","Martes",20,"Chimaltenango","Rural",99,"Hombre",26,"25-29","Lesionados","Automovil","Colision"
8,"Junio","Martes",20,"Chimaltenango","Rural",99,"Hombre",16,"15-19","Lesionados","Pick up","Colision"
8,"Junio","Martes",20,"Chimaltenango","Rural",99,"Mujer",29,"25-29","Lesionados","Pick up","Colision"
8,"Octubre","Viernes",1,"Chimaltenango","Rural",99,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
8,"Octubre","Viernes",1,"Chimaltenango","Rural",99,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",17,"15-19","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",21,"20-24","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",21,"20-24","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",21,"20-24","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",23,"20-24","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",25,"25-29","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",26,"25-29","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",26,"25-29","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",27,"25-29","Lesionados","Bus extraurbano","Colision"
18,"Mayo","Martes",6,"Chimaltenango","Rural",99,"Hombre",20,"20-24","Fallecidos","Bus urbano","Colision"
6,"Agosto","Viernes",14,"Chimaltenango","Rural",99,"Hombre",40,"40-44","Fallecidos","Pick up","Colision"
17,"Febrero","Miercoles",9,"Chimaltenango","Rural",99,"Hombre",37,"35-39","Lesionados","Motocicleta","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",30,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",32,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",32,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",32,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",32,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",33,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",34,"30-34","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",36,"35-39","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",36,"35-39","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",36,"35-39","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",37,"35-39","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",39,"35-39","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",42,"40-44","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",43,"40-44","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",45,"45-49","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",46,"45-49","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",55,"55 y mas","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Mujer",58,"55 y mas","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",60,"55 y mas","Lesionados","Bus extraurbano","Colision"
26,"Septiembre","Domingo",18,"Chimaltenango","Rural",99,"Hombre",62,"55 y mas","Lesionados","Bus extraurbano","Colision"
18,"Mayo","Martes",6,"Chimaltenango","Rural",99,"Mujer",65,"55 y mas","Lesionados","Bus urbano","Colision"
16,"Agosto","Lunes",22,"Suchitepéquez","Rural",99,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
16,"Agosto","Lunes",22,"Suchitepéquez","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
16,"Agosto","Lunes",22,"Suchitepéquez","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
19,"Noviembre","Viernes",19,"Suchitepéquez","Rural",99,"Mujer",16,"15-19","Lesionados","Pick up","Colision"
19,"Noviembre","Viernes",19,"Suchitepéquez","Rural",99,"Hombre",27,"25-29","Lesionados","Pick up","Colision"
28,"Octubre","Jueves",22,"Suchitepéquez","Rural",99,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
10,"Agosto","Martes",8,"Suchitepéquez","Rural",99,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
28,"Octubre","Jueves",22,"Suchitepéquez","Rural",99,"Hombre",16,"15-19","Lesionados","Mototaxi","Colision"
19,"Noviembre","Viernes",19,"Suchitepéquez","Rural",99,"Mujer",43,"40-44","Lesionados","Pick up","Colision"
19,"Noviembre","Viernes",19,"Suchitepéquez","Rural",99,"Mujer",83,"55 y mas","Lesionados","Pick up","Colision"
7,"Enero","Jueves",7,"San Marcos","Rural",99,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
7,"Enero","Jueves",7,"San Marcos","Rural",99,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
7,"Enero","Jueves",7,"San Marcos","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
7,"Enero","Jueves",7,"San Marcos","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
11,"Febrero","Jueves",12,"San Marcos","Rural",99,"Mujer",16,"15-19","Lesionados","Automovil","Colision"
11,"Febrero","Jueves",12,"San Marcos","Rural",99,"Hombre",17,"15-19","Lesionados","Automovil","Colision"
11,"Febrero","Jueves",12,"San Marcos","Rural",99,"Mujer",18,"15-19","Lesionados","Automovil","Colision"
16,"Junio","Miercoles",1,"San Marcos","Rural",99,"Hombre",28,"25-29","Lesionados","Automovil","Colision"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Hombre",20,"20-24","Lesionados","Camioneta","Colision"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Mujer",21,"20-24","Lesionados","Camioneta","Colision"
10,"Julio","Viernes",17,"San Marcos","Rural",99,"Hombre",19,"15-19","Lesionados","Mototaxi","Colision"
27,"Febrero","Sabado",12,"San Marcos","Rural",99,"Hombre",18,"15-19","Lesionados","Camion","vuelco, volco"
27,"Febrero","Sabado",12,"San Marcos","Rural",99,"Hombre",18,"15-19","Lesionados","Camion","vuelco, volco"
27,"Febrero","Sabado",12,"San Marcos","Rural",99,"Hombre",24,"20-24","Lesionados","Camion","vuelco, volco"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Hombre",34,"30-34","Lesionados","Camioneta","Colision"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Hombre",37,"35-39","Lesionados","Camioneta","Colision"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Hombre",43,"40-44","Lesionados","Camioneta","Colision"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Hombre",38,"35-39","Lesionados","Microbus","Colision"
5,"Enero","Martes",14,"San Marcos","Rural",99,"Hombre",39,"35-39","Lesionados","Mototaxi","Choque, empotro"
22,"Octubre","Viernes",3,"San Marcos","Rural",99,"Mujer",49,"45-49","Lesionados","Camioneta","Colision"
11,"Febrero","Jueves",12,"San Marcos","Rural",99,"Mujer",66,"55 y mas","Lesionados","Automovil","Colision"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Mujer",1,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Hombre",1,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Mujer",20,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Hombre",24,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Hombre",25,"25-29","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Hombre",30,"30-34","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Mujer",30,"30-34","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Mujer",30,"30-34","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Febrero","Domingo",7,"Huehuetenango","Rural",99,"Mujer",48,"45-49","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
23,"Mayo","Domingo",8,"Quiché","Rural",99,"Mujer",4,"Menos 15","Lesionados","Microbus","Caida, encuneto, encunetado, embarrancado"
15,"Noviembre","Lunes",23,"Quiché","Rural",99,"Hombre",10,"Menos 15","Lesionados","Microbus","Choque, empotro"
15,"Noviembre","Lunes",23,"Quiché","Rural",99,"Hombre",14,"Menos 15","Lesionados","Microbus","Choque, empotro"
